0 0.166667
1 0.080000
0 0.120000
0 0.085106
1 0.111111
1 0.080000
0 0.063830
1 0.120000
0 0.142857
0 0.083333
0 0.120000
1 0.208333
0 0.102041
0 0.020000
0 0.065217
0 0.081633
1 0.100000
0 0.040000
0 0.080000
1 0.040000
0 0.040000
0 0.061224
0 0.040000
0 0.104167
0 0.125000
1 0.085106
1 0.042553
1 0.080000
1 0.020000
1 0.106383
1 0.060000
1 0.040000
0 0.220000
0 0.081633
0 0.100000
1 0.140000
0 0.061224
0 0.062500
1 0.062500
0 0.142857
0 0.060000
0 0.120000
0 0.100000
1 0.085106
0 0.125000
0 0.163265
0 0.125000
0 0.080000
0 0.120000
0 0.060000
0 0.081633
0 0.106383
0 0.122449
0 0.180000
0 0.122449
1 0.102041
1 0.040000
0 0.142857
0 0.083333
0 0.063830
0 0.104167
0 0.122449
1 0.120000
0 0.142857
0 0.120000
0 0.120000
0 0.140000
0 0.142857
1 0.021739
0 0.061224
1 0.081633
0 0.106383
0 0.104167
0 0.020000
0 0.145833
1 0.060000
0 0.160000
