0 0.083333
0 0.062500
0 0.100000
0 0.081633
0 0.062500
1 0.081633
0 0.122449
0 0.148936
0 0.080000
0 0.061224
0 0.122449
1 0.061224
1 0.125000
1 0.081633
0 0.102041
1 0.102041
0 0.160000
0 0.100000
0 0.163265
0 0.102041
0 0.102041
0 0.102041
0 0.102041
0 0.125000
0 0.063830
0 0.083333
1 0.142857
0 0.122449
1 0.062500
0 0.122449
0 0.000000
0 0.041667
1 0.102041
1 0.060000
0 0.145833
0 0.083333
1 0.122449
0 0.102041
0 0.102041
0 0.142857
1 0.145833
0 0.127660
0 0.102041
0 0.083333
0 0.125000
0 0.060000
0 0.063830
1 0.040000
1 0.040816
0 0.081633
0 0.145833
0 0.040816
0 0.061224
0 0.080000
0 0.102041
0 0.061224
0 0.083333
0 0.081633
0 0.122449
1 0.040816
0 0.122449
0 0.020000
0 0.080000
0 0.061224
0 0.104167
0 0.040000
0 0.102041
0 0.122449
0 0.040816
0 0.061224
0 0.040816
0 0.061224
0 0.127660
0 0.122449
0 0.102041
0 0.062500
0 0.102041
